"title","author","original"
"二十一","坂口安吾","「坂口安吾選集第六巻小説6」講談社"
"新らしき文学","坂口安吾","「坂口安吾選集第十巻エッセイ1」講談社"
"親が捨てられる世相","坂口安吾","「坂口安吾選集第十一巻エッセイ2」講談社"
"今日の感想","坂口安吾","「坂口安吾選集第十巻エッセイ1」講談社"
"砂をかむ","坂口安吾","「坂口安吾全集15」筑摩書房"
"長島の死","坂口安吾","「坂口安吾選集第十巻エッセイ1」講談社"
"能面の秘密","坂口安吾","「坂口安吾選集第八巻小説8」講談社"
"風流","坂口安吾","「坂口安吾選集第十巻エッセイ1」講談社"
"もう軍備はいらない","坂口安吾","「坂口安吾選集第十巻エッセイ1」講談社"
"予告殺人事件","坂口安吾","「坂口安吾選集第十巻エッセイ1」講談社"
"歴史と事実","坂口安吾","「坂口安吾選集第十巻エッセイ1」講談社"
"私の探偵小説","坂口安吾","「坂口安吾選集第八巻小説8」講談社"
"今後の寺院生活に対する私考","坂口安吾","「坂口安吾全集01」筑摩書房"
"遠大なる心構","坂口安吾","「坂口安吾全集01」筑摩書房"
"想片","坂口安吾","「坂口安吾全集01」筑摩書房"
"分裂的な感想","坂口安吾","「坂口安吾全集01」筑摩書房"
"作者の言分","――八月創作評を読んで――","「坂口安吾全集01」筑摩書房"
"相撲の放送","坂口安吾","「坂口安吾全集03」筑摩書房"
"日本の詩人","坂口安吾","「坂口安吾全集03」筑摩書房"
"今日の感想","坂口安吾","「坂口安吾全集03」筑摩書房"
"伝統の無産者","坂口安吾","「坂口安吾全集03」筑摩書房"
"巻頭随筆","坂口安吾","「坂口安吾全集03」筑摩書房"
"悲しい新風","坂口安吾","「坂口安吾全集11」筑摩書房"
"日本の水を濁らすな","坂口安吾","「坂口安吾全集11」筑摩書房"
"小林さんと私のツキアイ","坂口安吾","「坂口安吾全集11」筑摩書房"
"「信長」作者のことば","坂口安吾","「坂口安吾全集13」筑摩書房"
"水色情緒","長谷川時雨","「鏡花全集月報」岩波書店"
"小説・評論集「文学母胎」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"小説集「白い朝」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"小説集「秦の憂愁」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"小説集「聖女人像」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"小説集「白蛾」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"小説集「白塔の歌」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"小説集「山吹の花」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"随筆評論集「書かれざる作品」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"随筆評論集「情意の干満」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"随筆評論集「文学以前」後記","豊島与志雄","「豊島与志雄著作集第六巻（随筆・評論・他）」未来社"
"深憂大患","竹越三叉","「明治文學全集36民友社文學集」筑摩書房"
"世界の日本乎、亞細亞の日本乎","竹越三叉","「明治文學全集36民友社文學集」筑摩書房"
"我が庭","長塚節","「長塚節全集第二巻」春陽堂書店"
"十日間","長塚節","「長塚節全集第二巻」春陽堂書店"
"撃劍興行","長塚節","「長塚節全集第二巻」春陽堂書店"
"『教室の記録』の編集を終えて","村山俊太郎","「村山俊太郎著作集第三巻」百合出版"
"国分一太郎君の仕事","村山俊太郎","「村山俊太郎著作集第三巻」百合出版"
"子どもの世界","村山俊太郎","「村山俊太郎著作集第三巻」百合出版"
"平泉紀行","──専攻科第一類歴史部──","「村山俊太郎著作集第一巻」百合出版"
"黙々静観","勝海舟","「日本の名随筆別巻95明治」作品社"
"大勢順応","勝海舟","「日本の名随筆別巻95明治」作品社"
"猟官運動","勝海舟","「日本の名随筆別巻95明治」作品社"
"巡回書庫と町村図書館と","佐野友三郎","「個人別図書館論選集佐野友三郎」日本図書館協会"
"学校教育における図書館の利用","佐野友三郎","「個人別図書館論選集佐野友三郎」日本図書館協会"
"公開書架（Open-shelf-system）につきて","佐野友三郎","「個人別図書館論選集佐野友三郎」日本図書館協会"
"思索者の日記","三木清","「現代日本思想大系33」筑摩書房"
"自己を中心に","三木清","「現代日本思想大系33」筑摩書房"
"正義の国と人生","桐生悠々","「畜生道の地球」中公文庫、中央公論社"
"日記","一九四九年（昭和二十四年）","「宮本百合子全集第二十五巻」新日本出版社"
"日記","一九五〇年（昭和二十五年）","「宮本百合子全集第二十五巻」新日本出版社"
"日記","一九五一年（昭和二十六年）","「宮本百合子全集第二十五巻」新日本出版社"
"早春箋","辻村もと子","「ふるさと文学館第一巻【北海道1】」ぎょうせい"
"花巻農学校精神歌","宮澤賢治","「【新】校本宮澤賢治全集第六巻詩5本文篇」筑摩書房"
"星めぐりの歌","宮澤賢治","「【新】校本宮澤賢治全集第六巻詩5本文篇」筑摩書房"
"「良書普及運動」に寄せて","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"巨像を彫るもの","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"集団文化と読書","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"組織としての図書館へ","――マックリーシュの業績――","「論理とその実践――組織論から図書館像へ――」てんびん社"
"図書館法ついに通過せり","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"図書館法と出版界","中井正一","「論理とその実践――組織論から図書館像へ――」てんびん社"
"續狗尾録","狩野直喜","「支那學文藪」みすず書房"
"印度の聖人","松本文三郎","「叡山講演集」大阪朝日新聞社"
"世界に於ける印度","松本文三郎","「叡山講演集」大阪朝日新聞社"
"服部先生の思出","狩野直喜","「讀書※餘」みすず書房"
"昨日・今日・明日","織田作之助","「定本織田作之助全集第五巻」文泉堂出版"
"中毒","織田作之助","「聴雨・螢織田作之助短篇集」ちくま文庫、筑摩書房"
"雨中記","小熊秀雄","「新版・小熊秀雄全集第一巻」創樹社"
"茶の湯の手帳","伊藤左千夫","「日本の名随筆24茶」作品社"
"アッシェンプッテル","ASCHENPUTTEL","翻訳のBrothers Grimm (1823) ""Aschenputtel"" translated by Edgar Taylor and Marian Edwardes"
"ＲＵＲ――ロッサム世界ロボット製作所","R.U.R. (ROSSUM'S UNIVERSAL ROBOTS)","翻訳のCapek, Karel (1920) ""R.U.R. (Rossum's Universal Robots)"" translated by Paul Silver and Nigel Playfair"
"サンタクロースはいるんだ","YES, VIRGINIA, THERE IS A SANTA CLAUS","翻訳のThe New York Sun (1897) ""Yes, Virginia, There is a Santa Claus"""
"シンデレラ","CINDERELLA, OR THE LITTLE GLASS SLIPPER","翻訳のLang, Andrew (1889) ""Cinderella, or the Little Glass Slipper"""
"吉岡芳兼様へ","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"終戦前後","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"武田麟太郎追悼","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"土足のままの文学","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"文学的饒舌","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"猫と杓子について","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"僕の読書法","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"わが文学修業","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"私の文学","織田作之助","「定本織田作之助全集第八巻」文泉堂出版"
"春の落葉","辻村もと子","「現代文學代表作全集第三卷」萬里閣"
"蒼馬を見たり","蒼馬を見たり","「蒼馬を見たり」日本図書センター"
"貸家を探す話","高田保","「日本の名随筆別巻24引越」作品社"
"京都人の夜景色","村山槐多","「ふるさと文学館第三〇巻」ぎょうせい"
"少年に文化を嗣ぐこゝろを","中井正一","「少年文學圖書第十四號臨時増刊」岩波書店"
"雪","中井正一","「暮しの手帖第十五号」暮しの手帖社"
"コロボックル北海道に住みしなるべし","坪井正五郎","「日本考古学選集2坪井正五郎集―上巻」築地書館"
"農本主義と土民思想","石川三四郎","「石川三四郎著作集第三巻」青土社"
"高尾紀行","正岡子規","「現代日本紀行文学全集東日本編」ほるぷ出版"
"装幀について","高村光太郎","「日本の名随筆別巻87装丁」作品社"
"智恵子の紙絵","高村光太郎","「日本の名随筆68紙」作品社"
"能の彫刻美","高村光太郎","「日本の名随筆87能」作品社"
"支那の明器","會津八一","「日本の名随筆別巻9骨董」作品社"
"水垢を凝視す","佐藤垢石","「日本の名随筆4釣」作品社"
"髷","上村松園","「青眉抄・青眉抄拾遺」講談社"
"易者の哲理","萩原朔太郎","「日本の名随筆82占」作品社"
"歴史哲學","三木清","「三木清全集第六巻」岩波書店"
"農民芸術概論","宮沢賢治","「【新】校本宮澤賢治全集第十三巻（上）覚書・手帳本文篇」筑摩書房"
"小説家の俳句","俳人としての芥川龍之介と室生犀星","「日本の名随筆別巻25俳句」作品社"
"俳句と云ふもの","森鴎外","「日本の名随筆別巻25俳句」作品社"
"蛙","林芙美子","「林芙美子全集第十五巻」文泉堂出版"
"著作権の問題","伊丹万作","「新装版伊丹万作全集1」筑摩書房"
"東京宝塚劇場の再開に憶う","小林一三","「宝塚漫筆」阪急電鉄"
"アーニイ・パイルの前に立ちて","小林一三","「宝塚漫筆」阪急電鉄"
"道學先生の旅","戸川秋骨","「現代日本紀行文学全集東日本編」ほるぷ出版"
"古い日記の中から","夢野久作","「夢野久作全集7」三一書房"
"豚と猪","夢野久作","「夢野久作全集7」三一書房"
"雪子さんの泥棒よけ","夢野久作","「夢野久作全集7」三一書房"
"良心・第一義","夢野久作","「夢野久作全集7」三一書房"
"医者と病人","夢野久作","「夢野久作全集7」三一書房"
"鉛筆のシン","夢野久作","「夢野久作全集7」三一書房"
"鷹とひらめ","夢野久作","「夢野久作全集7」三一書房"
"電信柱と黒雲","夢野久作","「夢野久作全集7」三一書房"
"森の神","夢野久作","「夢野久作全集7」三一書房"
"約束","夢野久作","「夢野久作全集7」三一書房"
"蚤と蚊","夢野久作","「夢野久作全集7」三一書房"
"蛇と蛙","夢野久作","「夢野久作全集7」三一書房"
"ペンとインキ","夢野久作","「夢野久作全集7」三一書房"
"入社試験","佐藤垢石","「『たぬき汁』以後」つり人ノベルズ、つり人社"
"ポランの広場","宮沢賢治","「【新】校本宮澤賢治全集」筑摩書房"
"懐中時計","夢野久作","「夢野久作全集7」三一書房"
"石をしょわずに","――わかい女教師の自殺","「生活綴方と教師の仕事」桐書房"
"人生論ノート","三木清","「三木清全集第一巻」岩波書店"
"哲學はどう學んでゆくか","三木清","「三木清全集第一巻」岩波書店"
"哲學はやさしくできないか","三木清","「三木清全集第一巻」岩波書店"
"戯画","北條民雄","「定本北條民雄全集上巻」東京創元社"
"童貞記","北條民雄","「定本北條民雄全集上巻」東京創元社"
"赤い斑紋","北條民雄","「定本北條民雄全集下巻」東京創元社"
"『心』広告文","夏目漱石","「漱石全集第十六巻」岩波書店"
"書けない原稿","北條民雄","「定本北條民雄全集下巻」東京創元社"
"重病室日誌","北條民雄","「定本北條民雄全集下巻」東京創元社"
"年頭雑感","北條民雄","「定本北條民雄全集下巻」東京創元社"
"発病した頃","北條民雄","「定本北條民雄全集下巻」東京創元社"
"一九三六年回顧","北條民雄","「定本北條民雄全集下巻」東京創元社"
"山のコドモ","岡本かの子","「岡本かの子全集2」ちくま文庫、筑摩書房"
"朝","北條民雄","「定本北條民雄全集上巻」東京創元社"
"大阪の一夜","北條民雄","「定本北條民雄全集上巻」東京創元社"
"人間再建","――ある病青年の告白――","「定本北條民雄全集上巻」東京創元社"
"無題※［＃ローマ数字2、1-13-22］","北條民雄","「定本北條民雄全集上巻」東京創元社"
"人間山中貞雄","伊丹万作","「新装版伊丹万作全集２」筑摩書房"
"カライ博士の臨終","人生の最も厳粛であるべき瞬間に、わたくしがもし笑ひの衝動をおさへることができぬとしたら、いつたいどんな罪に問はれるであらう？","「岸田國士全集7」岩波書店"
"女人渇仰","岸田國士","「岸田國士全集7」岩波書店"
"雪だるまの幻想（ラジオ・ドラマ）","岸田國士","「岸田國士全集7」岩波書店"
"論理と直觀","三木清","「三木清全集第四巻」岩波書店"
"劒の教義","エム・ケー・ガンヂー","「ガンヂーは叫ぶ」アルス"
"受動的抵抗の理論と實行","エム・ケー・ガンヂー","「ガンヂーは叫ぶ」アルス"
"非暴力","エム・ケー・ガンヂー","「ガンヂーは叫ぶ」アルス"
"神、國王、國家","エム・ケー・ガンヂー","「ガンヂーは叫ぶ」アルス"
"流行歌曲について","萩原朔太郎","「日本の名随筆別巻82演歌」作品社"
"柿の実","林芙美子","「日本の名随筆別巻84女心」作品社"
"嫉妬する夫の手記","二葉亭四迷","「日本の名随筆別巻77嫉妬」作品社"
"競馬興行と競馬狂の話","初代　桂小南","「日本の名随筆別巻80競馬」作品社"
"鴎外を語る","蒲原有明","「蒲原有明論考」松村緑、明治書院"
"小知恵にとらわれた現代の法律学","末弘厳太郎","「役人学三則」岩波現代文庫、岩波書店"
"雨夜の駅","宮城道雄","「心の調べ」河出書房新社"
"垣隣り","宮城道雄","「心の調べ」河出書房新社"
"声と性格","宮城道雄","「心の調べ」河出書房新社"
"心の調べ","宮城道雄","「心の調べ」河出書房新社"
"五十年をかえりみて","宮城道雄","「心の調べ」河出書房新社"
"純粋の声","宮城道雄","「心の調べ」河出書房新社"
"春雨","宮城道雄","「心の調べ」河出書房新社"
"耳の日記","宮城道雄","「心の調べ」河出書房新社"
"私のすきな人","宮城道雄","「心の調べ」河出書房新社"
"私の若い頃","宮城道雄","「心の調べ」河出書房新社"
"レコード夜話","宮城道雄","「心の調べ」河出書房新社"
"石","平山千代子","「みの美しいものになら」四季社"
"お泊り","平山千代子","「みの美しいものになら」四季社"
"汽車","平山千代子","「みの美しいものになら」四季社"
"小説","平山千代子","「みの美しいものになら」四季社"
"二笑亭綺譚","あとがき","「二笑亭綺譚――50年目の再訪記」求龍堂"
"久野女史をいたむ","兼常清佐","「音楽と生活兼常清佐随筆集」岩波文庫、岩波書店"
"レコード蒐集","兼常清佐","「音楽と生活兼常清佐随筆集」岩波文庫、岩波書店"
"童話と教育について","萩原朔太郎","「萩原朔太郎全集第十一卷」筑摩書房"
"最低の古典","――新かなづかひと漢字制限――","「折口信夫全集12」中央公論社"
"家のあるじとして気になること","DIE SORGE DES HAUSVATERS","翻訳のKafka, Franz (1919) ""Die Sorge des Hausvaters"""
"道理の前で","VOR DEM GESETZ","翻訳のKafka, Franz (1915) ""Vor dem Gesetz"""
"きれぎれの追憶","神西清","「日本の名随筆99哀」作品社"
"化粧","神西清","「日本の名随筆別巻39化粧」作品社"
"たけのこ","新美南吉","「ごんぎつね新美南吉童話作品集1」てのり文庫、大日本図書"
"がちょうのたんじょうび","新美南吉","「ごんぎつね新美南吉童話作品集1」てのり文庫、大日本図書"
"こぞうさんのおきょう","新美南吉","「ごんぎつね新美南吉童話作品集1」てのり文庫、大日本図書"
"簡潔の美","上村松園","「青眉抄・青眉抄拾遺」講談社"
"屏風祭","上村松園","「青眉抄・青眉抄拾遺」講談社"
"省察","MEDITATIONES","「省察」岩波文庫、岩波書店"
"縮図帖","上村松園","「青眉抄・青眉抄拾遺」講談社"
"夜の浪","水野仙子","「水野仙子集叢書『青鞜の女たち』第10巻」不二出版"
"犬の威嚴","水野仙子","「水野仙子集叢書『青鞜の女たち』第10巻」不二出版"
"辞書の客観性","三木清","「日本の名随筆別巻74辞書」作品社"
"東の渚","伊藤野枝","「定本伊藤野枝全集第一巻創作」學藝書林"
"廃墟から","原民喜","「日本の原爆文学１」ほるぷ出版"
"教育心理に關する現下の問題二三","久保良英","「文献選集教育と保護の心理学昭和戦前戦中期第１巻」クレス出版"
"氷花","原民喜","「日本の原爆文学１」ほるぷ出版"
"飢ゑ","原民喜","「日本の原爆文学１」ほるぷ出版"
"災厄の日","原民喜","「日本の原爆文学１」ほるぷ出版"
"火の唇","原民喜","「日本の原爆文学１」ほるぷ出版"
"火の子供","原民喜","「日本の原爆文学１」ほるぷ出版"
"鏑木さん雑感","木村荘八","「東京の風俗」冨山房百科文庫、冨山房"
"岸田劉生の日本画","木村荘八","「東京の風俗」冨山房百科文庫、冨山房"
"銀座の柳","木村荘八","「東京の風俗」冨山房百科文庫、冨山房"
"星のわななき","原民喜","「日本の原爆文学１」ほるぷ出版"
"心願の国","原民喜","「日本の原爆文学１」ほるぷ出版"
"小杉放庵","木村荘八","「東京の風俗」冨山房百科文庫、冨山房"
"炎の人――ゴッホ小伝――","三好十郎","「炎の人――ゴッホ小伝――」而立書房"
"沖縄舞踊に見る三要素","折口信夫","「折口信夫全集21」中央公論社"
"原子爆弾即興ニスギズ","原民喜","「日本の原爆文学１」ほるぷ出版"
"黒川能・観点の置き所","折口信夫","「折口信夫全集21」中央公論社"
"原爆小景","原民喜","「日本の原爆文学１」ほるぷ出版"
"長唄のために","折口信夫","「折口信夫全集21」中央公論社"
"数寄屋橋夜景","木村荘八","「東京の風俗」冨山房百科文庫、冨山房"
"洲崎の印象","木村荘八","「東京の風俗」冨山房百科文庫、冨山房"
"人形の起源","折口信夫","「折口信夫全集21」中央公論社"
"原爆被災時のノート","原民喜","「日本の原爆文学１原民喜」ほるぷ出版"
"三河の山村","折口信夫","「折口信夫全集21」中央公論社"
"巫女と遊女と","折口信夫","「折口信夫全集21」中央公論社"
"民俗芸能の春","折口信夫","「折口信夫全集21」中央公論社"
"死と愛と孤独","原民喜","「日本の原爆文学１」ほるぷ出版"
"浴衣","木村荘八","「東京の風俗」冨山房百科文庫、冨山房"
"両国橋の欄干","木村荘八","「東京の風俗」冨山房百科文庫、冨山房"
"沙漠の花","原民喜","「日本の原爆文学１」ほるぷ出版"
"ある手紙","原民喜","「日本の原爆文学１」ほるぷ出版"
"惨めな文学的環境","　＝山本健吉におくる手紙＝","「日本の原爆文学１」ほるぷ出版"
"ガリヴア旅行記","　Ｋ・Ｃに","「日本の原爆文学１」ほるぷ出版"
"「狂気について」など","原民喜","「日本の原爆文学１」ほるぷ出版"
"絵画について","三好十郎","「炎の人――ゴッホ小伝――」而立書房"
"ゴッホについて","三好十郎","「炎の人――ゴッホ小伝――」而立書房"
"お岩と与茂七","折口信夫","「折口信夫全集22」中央公論社"
"「屍の街」","原民喜","「日本の原爆文学１」ほるぷ出版"
"歌舞伎とをどり","折口信夫","「折口信夫全集22」中央公論社"
"芸の壮大さ","折口信夫","「折口信夫全集22」中央公論社"
"悪夢","原民喜","「日本の原爆文学１」ほるぷ出版"
"宗十郎を悼む","折口信夫","「折口信夫全集22」中央公論社"
"一匹の馬","原民喜","「日本の原爆文学１」ほるぷ出版"
"延若礼讃","折口信夫","「折口信夫全集22」中央公論社"
"長崎の鐘","原民喜","「日本の原爆文学１」ほるぷ出版"
"文楽の光明","折口信夫","「折口信夫全集22」中央公論社"
"寄席の夕立","折口信夫","「折口信夫全集22」中央公論社"
"ヒロシマの声","　ペン・クラブ広島の会にて","「日本の原爆文学１」ほるぷ出版"
"ヒント","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"妻の名","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"実感","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"十八歳の花嫁","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"星の劇場","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"電報","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"報酬","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"五年後","原民喜","「日本の原爆文学１」ほるぷ出版"
"民主主義","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"面会","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"薬局","織田作之助","「定本織田作之助全集第六巻」文泉堂出版"
"原爆回想","原民喜","「日本の原爆文学１」ほるぷ出版"
"戦争について","原民喜","「日本の原爆文学１」ほるぷ出版"
"平和への意志","原民喜","「日本の原爆文学１」ほるぷ出版"
"新人紹介","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"尖端人は語る","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"噴水のほとりで――","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"死について","原民喜","「日本の原爆文学１」ほるぷ出版"
"パイプについての雜談","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"遺書","原民喜","「定本原民喜全集III」青土社"
"魔のひととき","原民喜","「日本の原爆文学１」ほるぷ出版"
"嘉村さん","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"我思古人","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"（きのふプルウストの……）","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"更級日記など","堀辰雄","「堀辰雄作品集第五卷」筑摩書房"
"さらにふたたび","ライネル・マリア・リルケ　Rainer Maria Rilke","「堀辰雄作品集第五卷」筑摩書房"
"辻野久憲君","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"端書","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"萩の花","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"葉櫻日記","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"花を持てる女","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"春淺き日に","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"室生さんへの手紙","堀辰雄","「堀辰雄作品集第五卷」筑摩書房"
"夢","ライネル・マリア・リルケ　Rainer Maria Rilke","「堀辰雄作品集第五卷」筑摩書房"
"わぎもこ","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"Ein Zwei Drei","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"エマオの旅びと","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"「エル・ハヂ」など","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"CARTE POSTALE","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"「スタヴロギンの告白」の譯者に","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"ノオト","堀辰雄","「堀辰雄作品集第五卷」筑摩書房"
"「マルテの手記」","堀辰雄","「堀辰雄作品集第五卷」筑摩書房"
"モオリアックのこと","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"ランプの下で","堀辰雄","「堀辰雄作品集第四卷」筑摩書房"
"リルケ書翰（ロダン宛）","ライネル・マリア・リルケ　Rainer Maria Rilke","「堀辰雄作品集第五卷」筑摩書房"
"西周伝","祓","「鴎外歴史文学集第一巻」岩波書店"
"西周伝","序","「鴎外歴史文学集第一巻」岩波書店"
"応挙と其の時代が好き","上村松園","「青眉抄その後」求龍堂"
"思ひ出","上村松園","「青眉抄その後」求龍堂"
"舞じたく","上村松園","「青眉抄その後」求龍堂"
"青い紐","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"あかんぼの首","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"雨夜詞","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"海異志","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"牡蠣船","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"蛾","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"蟇の血","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"白いシヤツの群","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"黒い蝶","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"水郷異聞","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"雑木林の中","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"提燈","田中貢太郎","「伝奇ノ匣6田中貢太郎日本怪談事典」学研Ｍ文庫、学習研究社"
"小酒井不木氏","平林初之輔","「平林初之輔探偵小説選2〔論創ミステリ叢書2〕」論創社"
"『小酒井不木集』はしがき","小酒井不木","「小酒井不木探偵小説選〔論創ミステリ叢書8〕」論創社"
"クローズアップ","平林初之輔","「平林初之輔探偵小説選2〔論創ミステリ叢書2〕」論創社"
"「華やかな罪過」作者として","平林初之輔","「平林初之輔探偵小説選1〔論創ミステリ叢書1〕」論創社"
"角田喜久雄「肉」","平林初之輔","「平林初之輔探偵小説選2〔論創ミステリ叢書2〕」論創社"
"子供と旅","田山花袋","「日本の名随筆78育」作品社"
"「一握の砂」廣告","石川啄木","「啄木全集第十卷」岩波書店"
"雲間寸觀","石川啄木","「啄木全集第十卷」岩波書店"
"消息","石川啄木","「啄木全集第十卷」岩波書店"
"人間の悲哀","石川啄木","「啄木全集第十卷」岩波書店"
"無題","月刊文藝雜誌　樹木と果實　初號三月一日發行","「啄木全集第十卷」岩波書店"
"予の地方雜誌に對する意見","石川啄木","「啄木全集第十卷」岩波書店"
"無題","石川啄木","「啄木全集第十卷」岩波書店"
"A LETTER FROM PRISON","‘V NAROD’ SERIES’","「啄木全集第十卷」岩波書店"
"情智關係論","西周","「西周哲學著作集」岩波書店"
"佐渡が島から","江南文三","「明星」「明星」發行所"
"賢所御神樂の儀","羽田亨","「羽田博士史學論文集下卷言語・宗教篇」東洋史研究會"
"聚樂廻り","羽田亨","「羽田博士史學論文集下卷言語・宗教篇」東洋史研究會"
"あけがた","宮沢賢治","「【新】校本宮澤賢治全集第十二巻童話5・劇・その他本文篇」筑摩書房"
"女","宮沢賢治","「【新】校本宮澤賢治全集第十二巻童話5・劇・その他本文篇」筑摩書房"
"丹藤川〔「家長制度」先駆形〕","宮沢賢治","「【新】校本宮澤賢治全集第十二巻童話5・劇・その他本文篇」筑摩書房"
"幽霊の足","相馬御風","「日本の名随筆別巻67子供」作品社"
"海島冐險奇譚海底軍艦","序","「海島冐險奇譚海底軍艦」名著復刻日本児童文学館、ほるぷ出版"
"海島冐險奇譚海底軍艦","序","「海島冐險奇譚海底軍艦」名著復刻日本児童文学館、ほるぷ出版"
"海島冐險奇譚海底軍艦","序","「海島冐險奇譚海底軍艦」名著復刻日本児童文学館、ほるぷ出版"
"海島冐險奇譚海底軍艦","序","「海島冐險奇譚海底軍艦」名著復刻日本児童文学館、ほるぷ出版"
"花壇工作","宮沢賢治","「【新】校本宮澤賢治全集第十二巻童話5・劇・その他本文篇」筑摩書房"
"大礼服の例外的効果","宮沢賢治","「【新】校本宮澤賢治全集第十二巻童話5・劇・その他本文篇」筑摩書房"
"総説西洋音楽史の時代","乙骨三郎","「西洋音楽史（上巻）」音楽文庫、音楽之友社"
"行乞記","北九州行乞","「山頭火全集第五巻」春陽堂書店"
"片隅の幸福","種田山頭火","「山頭火随筆集」講談社文芸文庫、講談社"
"最近の感想","種田山頭火","「山頭火随筆集」講談社文芸文庫、講談社"
"雑記","種田山頭火","「山頭火随筆集」講談社文芸文庫、講談社"
"述懐","種田山頭火","「山頭火随筆集」講談社文芸文庫、講談社"
"草木塔","種田山頭火","「山頭火随筆集」講談社文芸文庫、講談社"
"漬物の味〔扉の言葉〕","種田山頭火","「山頭火随筆集」講談社文芸文庫、講談社"
"其中日記","（四）","「山頭火全集第五巻」春陽堂書店"
"鉄鉢と魚籃と","――其中日記から――","「山頭火随筆集」講談社文芸文庫、講談社"
"独慎〔扉の言葉〕","種田山頭火","「山頭火随筆集」講談社文芸文庫、講談社"
